WORD,FAM,CONC,IMAG,MEANC,MEANP,AOA
malice,3.54,2.48,3.65,,4.56,
malicious,4.06,,3.97,,,
mall,3.3,4.59,3.83,,,5.89
mallet,3.88,6.23,5.57,3.48,,
mammal,4.58,5.49,5.41,,5.8,
man,6.23,6.18,5.67,6.07,,
manage,5.08,,3.03,,,
management,5.18,3.81,4.15,,5.68,5.08
mane,4.16,5.54,5.28,3.77,,
manganese,3.32,5.4,4.13,,,6.61
manicure,3.82,4.49,4.51,,,5.36
mankind,5,4.06,4.52,,,4.67
manner,5.46,2.97,3.42,3.67,,
manor,4.24,5.23,5.08,3.61,,4.19
mansion,4.89,5.79,6.28,4.9,,
mantle,4.38,5.79,5.96,,5.92,
manufacturer,4.8,4.67,3.62,,,5.25
manure,4.58,6.44,5.34,4.53,,
manus,1.13,3.15,2.38,1.57,,
many,5.99,2.76,3.93,4.59,,
map,5.45,5.65,5.87,4.6,,
maple,5.18,5.34,5.11,4.13,,
mar,3.53,3.02,4.53,3.12,,
marble,4.36,6.11,6.05,,,2.94
march,5.39,4.4,4.97,4.36,,2.69
mare,4.6,5.49,5.29,4.26,,
margin,4.99,4.72,4.94,,,4.03
mark,5.33,4.64,4.34,3.76,,
market,5.18,5.51,5.83,,7.04,3.28
marl,1.85,3.94,1.86,,,6.86
maroon,4.92,4.86,5.03,3.94,,
marriage,5.59,3.98,5.56,,6.29,3.83
married,6.15,,5.68,,,
marry,5.57,3.62,5.23,4.61,,
martial,4.6,3.38,4.12,3.18,,
marvel,4.65,2.93,4.1,,,4.89
mash,4.81,4.18,4.72,3.82,,
mass,4.73,3.97,4.84,4.44,,4.58
mast,4.27,5.76,5.58,3.03,7.12,3.92
master,4.95,4.98,4.95,,5.28,
mastery,3.71,2.79,3.24,,5.46,
mat,4.9,5.13,5.37,3.63,,
match,5.58,5.35,4.9,4.61,,
mate,5.53,5.07,5.06,5.02,,
material,5.59,5.39,4.9,,5.92,3.78
maternity,3.89,3.41,5.02,,,5.83
math,5.48,3.86,4.87,4.25,,
mathematical,5.41,3.28,4.3,4.69,,
mathematics,5.65,4.13,4.8,4.64,6.88,
matter,5.63,4.39,2.98,,,4.11
mattress,5.24,6.4,6.01,4.5,,
mature,5.7,,3.63,,,
maturity,4.75,2.34,4.29,,,5.53
may,5.76,3.32,3.7,4.05,,
maybe,5.98,,2.22,,,
mayor,4.43,5.07,5.23,3.93,,4.36
maze,4.34,5.28,5.55,4.08,,4.14
me,6.07,5.11,4.3,5.21,,
meadow,4.78,5.94,6.22,,8,2.72
meal,6.03,6.02,5.73,5.48,,
mean,5.39,3.13,4.19,5.65,,
meant,4.99,2.26,2.82,3.03,,
measles,4.87,5.68,5.82,3.98,,
measure,5.55,3.66,3.79,,,3.44
meat,5.89,5.87,6.18,5.06,8.32,
mechanic,4.67,5.8,5.3,,,4.33
mechanical,5.33,3.85,4.82,4.7,,
medal,4.94,5.71,5.29,4.2,,
medallion,3.38,5.77,5.65,,6.32,
medicine,5.47,5.17,5.51,,,3.11
mediocre,4.03,,3.22,,,
mediocrity,3.39,2.17,2.58,,,6.36
meek,4.7,2.99,3.92,4.7,,
meet,5.75,3.41,4.38,4.62,,
meeting,5.75,4.03,4.51,4.31,5,3.56
melancholy,4.31,3.29,3.7,4.21,,
melee,2.93,4.14,3.13,,,6.26
melon,4.41,,,,,
melt,5.21,4.13,4.61,3.97,,
member,5.73,4.55,3.99,,,3.92
memory,5.73,2.84,3.91,4.3,5,
men,6.21,5.86,5.87,6.16,,2.36
menace,4.25,3.77,3.98,,5.04,
menad,0.96,2.63,1.67,1.67,,
menu,5.5,5.55,6.13,,,4.33
mercenary,3.15,,4.36,,,
merchant,4.39,5.17,4.72,,,4.08
mercury,4.67,5.37,5.21,3.33,,
mercy,4.6,2.39,3.73,,5.2,
merit,4.75,3.08,3.8,,,4.44
mermaid,3.91,4.94,5.78,3.42,,3.22
merry,5.26,3.7,5.19,5.13,,
message,5.57,4.59,4.38,4.82,,
messenger,4.91,5.27,5.05,,,3.83
metal,5.59,5.82,5.41,4.66,6.96,3.08
metaphor,4.79,,,,,
method,5.56,3.03,3.04,4.02,5.2,4.81
methodical,4.04,,3.37,,,
methylene,3.23,5.58,4.05,,,6.81
meticulous,3.54,,3.37,,,
metis,1.01,2.48,1.99,1.33,,
metronome,2.25,,,,,
metropolis,3.98,5.04,5.72,,6.28,
mica,2.53,4.74,3.97,,,6.26
microbe,3.39,4.82,3.94,,,6.22
microscope,4.93,5.91,6.17,3.89,5.48,
midnight,5.69,3.96,6.02,,,3.28
midshipman,2.59,5.32,3.69,,,5.75
mien,1.43,2.83,2.53,2,,
might,5.33,2.71,3.46,3.8,,4
mild,5.56,3.3,3.59,4.37,,
mile,5.68,4.6,5.11,3.98,,3.14
mileage,5.58,4.21,4.6,,6.72,
military,4.58,4.17,4.78,,,4.28
milk,5.88,6.7,6.38,5.15,,
million,5.19,3.64,4.4,,,4.19
millstone,3.7,5.78,5.26,,,4.64
mimic,4.64,3.29,3.9,3.78,,
minaret,1.68,,,,,
mince,3.84,4.3,4.19,3.17,,
mind,5.91,3.33,3.73,4.37,5.88,
mine,5.57,4.52,5.22,4.35,,
miner,5.21,5.51,5.69,3.97,,
mineral,4.54,5.27,4.32,,,4.69
minister,5,5.63,5.84,4.87,,3.42
mink,5.24,5.89,6.04,4.52,,
minnow,4.08,6.21,5.54,4.2,,3.97
minor,5.36,3.53,3.76,4.58,,
minstrel,3.9,5.3,5.22,3.67,,
minute,6.21,3.61,4.73,4.87,,2.64
miracle,4.21,2.82,3.67,,5.6,
mirage,4.42,3.77,4.89,3.9,5.63,
mirror,5.93,6.05,6.27,4.69,,2.58
mischance,3.55,2.7,2.48,,,5.36
mischief,4.13,3.25,4.22,,5.44,
mischievous,4.75,2.92,4.55,4.34,,
misconception,4.45,2.51,2.92,3.8,3.96,
misery,4.94,2.97,4.44,4.97,5.84,4.5
mismanagement,4.07,2.95,2.86,,,5.97
miss,5.86,3.72,4.47,4.52,,
missile,5.04,5.97,6.02,4.82,6.48,
mist,4.99,4.97,6.37,,,3.67
mistake,5.84,,3.8,,,
mistaken,5.72,,2.9,,,
mister,5.29,3.49,3.65,3.48,,
mistress,4.72,5.3,5.35,,,5.17
misuse,4.57,3.18,3.67,4.25,,
mite,2.91,4.63,3.87,2.89,,
mixer,5.18,5.74,5.36,4.5,,
mixture,5.88,3.56,4.33,,,3.5
moan,5.1,3.79,4.75,,,3.28
moat,4.43,5.09,4.97,3.12,,
moccasin,4.75,6.11,5.73,4.36,,
mocker,2.95,4.32,3.72,,,5.47
modern,5.79,,3.68,,,
modernist,2.78,3.56,2.94,,,6.14
modest,5.46,,3.41,,,
mohair,3.77,5.83,5.08,,,5.83
mohur,0.43,2.66,1.58,1.28,,
moisture,4.62,5.45,5.13,,6.72,
molasses,3.09,5.78,4.51,,,6.06
mold,5.03,4.86,4.54,3.93,,
mole,4.84,5.9,5.67,3.72,,
molecule,4.64,4.53,4.7,4.11,6.68,
moment,5.6,3.01,3.34,4.02,4.38,3.5
monad,1.13,2.47,1.86,1.49,,
monarch,4.28,5.25,5.72,,6.92,4.56
monastery,4.61,5.64,5.5,4.16,,
money,6.31,5.74,6.04,5.36,6.68,2.47
monk,4.01,5.7,6.06,,5.92,
monkey,5.31,5.66,5.88,4.48,,
monocle,3.01,6.03,5.29,,,5.31
monsoon,3.36,5.08,4.98,3.45,,5.08
month,5.98,3.45,4.48,,4.58,
monument,4.55,5.58,5.43,,,4.44
mood,5.41,2.34,3.94,,5.36,
moon,5.85,5.81,5.85,4.42,,
moonlight,4.67,4.56,6.13,,,3.78
moose,5.18,6.16,6.04,4.2,,
mop,4.43,,,,,
moral,5.35,2.2,3.41,,6.44,5.39
morass,1.95,4.15,2.56,,,6.47
morbid,4.65,3.58,4.2,4.3,,
more,6.12,2.84,2.64,3.51,,
morgue,4.34,5.72,5.89,4.52,6.56,
morning,6.05,5.15,5.79,5.1,,
morphine,4.46,5.8,5.5,4.33,,
mortal,4.54,4.06,4.02,,,5.08
mortar,3.68,5.48,4.49,3.44,,5.51
mortgage,5.06,4.22,3.58,4.13,,
mosque,3.16,4.78,4.61,3.61,,
mosquito,5.12,5.95,6.12,4.22,7.84,
moss,4.36,5.75,5.69,3.73,7.04,
most,5.6,3.21,3.06,3.4,,
mote,3.23,3.97,4.38,2.64,,
moth,4.96,5.5,5.77,3.98,,
mother,6.32,5.79,6.38,5.84,5.83,1.44
motion,5.41,3.67,4.16,4.54,,
motive,5.4,2.55,2.75,,,5.11
motor,5.45,5.65,5.21,,,3.44
mountain,5.74,6.16,6.29,5.73,7.58,2.83
mournful,4.31,,4.75,,,
mouse,5.2,6.24,6.15,4.26,,2.42
mouser,2.08,3.47,3.29,2.61,,
mousse,3.63,4.92,4.39,2.9,,
moustache,4.81,,,,,
mouth,5.72,5.68,6.13,4.98,,
mouthpiece,4.95,6.08,5.49,4,,
move,5.72,3.9,4.13,4.28,,
movie,5.23,5.9,5.71,4.77,,3.86
much,5.84,2.42,3.32,3.8,,
mucin,1.28,3.04,2.17,1.41,,
mucous,2.64,5.39,5.38,,6.38,
mucus,4.47,5.65,5.7,3.66,,
mud,5.19,6.05,5.82,4.72,,2.39
muddy,5.41,,5.22,,,
mug,5.27,5.76,5.74,4.77,,
mule,4.55,5.92,6.08,4.08,6.12,3.39
multiplication,5.68,3.87,4.76,,6,
multitude,4.47,3.61,4.36,,,4.94
mural,4.51,5.15,5.15,3.72,,
murder,5.28,4.45,5.49,5.36,7.8,3.81
muscle,5.4,5.73,5.53,,,3.97
muscular,5.27,,5.7,,,
music,5.99,5.12,5.49,5.69,,2.72
musical,5.38,,4.51,,,
musician,5.58,5.64,5.85,,6.52,
mussel,3.96,6.18,5.56,,,4.14
must,5.89,2.97,2.47,3,,
mustard,5.32,5.95,5.99,3.88,,
mutilation,3.63,4.52,5.02,,,5.74
mutiny,4.28,3.67,4.47,3.85,,
mutton,3.37,5.38,4.84,3.34,,
muzzle,3.69,5.85,5.13,,,4.61
my,6.12,2.53,2.98,3,,
mystery,5.48,2.56,4.72,,,3.42
mystic,4.55,3.45,4.95,4.42,,
myth,5.14,3.34,3.59,4.2,,
nabob,0.83,2.25,2.13,1.68,,
nadir,2.18,2.79,2.54,1.84,,
nag,4.92,3.92,5.08,4.56,,
naiad,0.74,,1.98,,,
nail,5.63,5.98,5.88,4.03,6.08,2.72
naive,4.6,,3.54,,,
name,5.73,4.05,4.75,4.74,,
namesake,3.77,3.56,3.48,,4.2,5.19
napkin,4.95,5.85,5.82,3.57,,3.42
nares,0.94,3.2,1.69,1.71,,
narrow,5.46,3.72,4.91,4.51,,
narrowness,4.01,3.03,3.97,,,4.17
nasty,5.07,,3.87,,,
nation,5.08,4.15,4.36,4.57,,4.25
national,5.56,,4,,,
native,5.08,4.71,5.07,4.47,,4.25
natural,5.94,,3.76,,,
nature,5.35,4.14,5.13,,,3.42
naughty,5.01,,4.07,,,
naval,4.76,5.19,5.35,4.07,,
nave,2.03,4.02,2.82,2.25,,
navel,4.85,5.83,5.46,4.37,,
navy,4.65,4.72,5.62,,,3.53
near,5.82,3.37,4.08,4.65,,
nearly,6.11,,3.05,,,
neat,5.28,3.14,4.95,4.93,,
necessity,5.21,2.73,3.06,,5.92,5.11
neck,5.76,5.87,6.22,4.34,,
necklace,5.36,6.33,6.06,4.57,,
nectar,3.44,5.56,5.23,,6.92,
need,5.89,3.14,3.27,4.73,,
needle,5.33,6.08,5.89,4.35,,2.64
neglect,5.09,2.82,3.72,,,4.67
negligent,4.23,,3.39,,,
neighbour,5.65,5.15,5.48,,,3.23
neighbourhood,5.07,4.29,4.56,,,4.03
nephew,4.52,5.41,4.43,,4.48,
nerve,5.54,4.88,4.86,4.39,,4.8
nervous,5.72,3.38,4.65,4.9,,
nest,5.21,5.57,5.71,4.4,,
net,5.14,5.77,5.4,3.94,,2.69
neurotic,4.56,,4.17,,,
neuter,3.68,3.36,3.27,3.34,,
neutral,4.91,,3,,,
neutrality,4.09,2.67,3.08,,,5.97
never,5.72,2.59,3.51,3.97,,
new,6.14,3.48,4.18,5.25,,
newborn,3.83,4.52,5.32,,,4.06
news,5.6,4.37,4.84,5.07,,
newspaper,6.41,5.76,6.16,,6.12,2.92
newt,3.35,6.06,4.72,,,4.28
next,5.48,2.62,3.86,3.49,,
nice,5.83,2.79,3.75,5.25,,
nicety,3.02,2.42,2.21,,,5.69
nickel,5.59,5.97,5.72,4.31,,
nidus,0.85,2.96,2.13,1.33,,
night,6.36,4.96,6.07,5.33,,2.22
nightfall,4.6,5.11,5.88,,6.52,
nightgown,5.06,6.44,5.64,4.52,,
nightingale,3.75,6.21,5.51,,,4.19
nine,5.71,4.52,4.94,4.24,,
nip,4.77,5.15,4.86,,,3.03
nisus,0.7,3.37,2.11,1.6,,
no,6.05,3.18,3.61,4.52,,
nob,2.65,4.92,3.72,,,4.75
noble,4.1,,3.83,,,
nod,5.52,4.37,5.08,,,2.03
noel,4.09,3.63,4.63,3.6,,
noisy,6.09,,2.15,,,
noll,2.21,4.01,2.97,2.13,,
nomad,3.42,5.12,5.16,,,5.11
nonchalant,3.6,,3.66,,,
none,5.69,2.88,4.25,4.22,,
nonsense,5.22,2.56,3.49,,4.12,3.36
noodle,4.99,5.88,5.3,3.85,,
noose,3.04,5.42,5.93,,6.2,
nope,4.81,2.7,3.15,3.28,,
nor,4.29,1.9,2.43,2.64,,
normal,6.02,2.37,2.94,,,3.75
nose,5.84,6.28,6.05,4.72,,2.06
nostalgia,3.6,,,,,
not,5.65,2.73,2.53,2.6,,
note,5.94,5.25,5.03,4.38,,2.92
notice,6.34,4.79,4.67,,,3.69
noun,5.18,3.87,3.68,4.36,,4.14
novel,5.3,5.29,5.47,4.76,,4.75
now,6.05,3.09,2.76,3.39,,
nowhere,5.21,2.22,2.99,3.85,,
noxious,2.7,,3.63,,,
nozzle,4.12,5.55,5.13,,,4.11
nude,5.56,,,,,
numb,4.87,3.79,4.77,3.69,,
number,5.99,3.95,4.89,4.73,,2.39
nun,5,5.83,6.17,4.35,6.6,
nurse,5.37,5.88,6.17,4.52,,2.56
nursery,4.61,5.28,5.42,4.22,7.4,
nutmeg,3.54,5.86,5.26,,5.6,
nutrient,3.99,4.32,3.78,,,6.11
nymph,3.32,4.24,5.46,,5.36,
oak,5.15,5.88,5.9,4.23,,3.11
oar,4.96,5.72,5.92,3.77,,
oasis,3.41,,,,,
oat,4.84,5.53,4.99,3.57,,
oath,4.02,3.31,4.43,,,4.08
oatmeal,4.71,5.52,5.58,3.46,,
obedience,5,2.38,3.94,,5.2,
obedient,5,3.17,3.64,3.95,,
obelisk,1.31,,,,,
obese,4.24,4.92,5.63,5.35,,
obey,5.38,,3.52,,,
object,5.86,4.87,4.08,,,3.39
oblique,4.07,3.51,3.1,2.8,,
oblivion,3.79,2.42,3.86,,,6.39
oblivious,4.68,3.06,3.47,3.6,,
obnoxious,4.54,,3.63,,,
oboe,3.25,5.86,4.71,3.74,,
obscure,4.34,3.2,3.54,3.62,,
observation,5,3.26,3.45,,,5.39
observer,4.69,5.05,4.89,,,4.86
obsession,4.56,2.43,4.09,,4.16,
obstinate,3.9,,3.73,,,
obstruction,4.45,4.21,4.13,,,5.42
occasion,5.66,3.46,3.05,,5,
occasional,5.03,3.15,2.76,3.5,,
occupation,5.29,3.81,3.75,,,4.89
ocean,5.26,5.93,6.23,5.22,8.76,3.17
octagon,3.66,,,,,
octopus,3.7,,,,,
ode,3.6,3.81,3.44,3.38,,
odour,4.54,4.72,5.56,,,4.61
of,5.98,1.8,2.17,2.17,,
off,6.08,2.81,3.26,4.03,,
offal,2.76,5.83,4.02,,,6.33
offend,4.98,3.21,3.72,4.54,,
offensive,5.21,,3.78,,,
office,5.66,5.69,5.18,4.25,,
officer,5.49,5.5,5.93,,5.43,
offshoot,3.29,3.65,3.35,2.62,4.56,5.86
oh,5.63,2.33,2.74,2.57,,
oil,5.48,5.81,5.73,4.13,,3.03
okay,5.55,2.45,2.69,4.14,,
old,6.16,3.49,4.78,5.68,,
older,5.48,3.48,4.79,4.58,,
olive,4.44,6.18,5.78,3.51,,4.58
omen,3.94,3.19,4.13,4.02,,5.58
on,6.14,2.62,2.68,2.9,,
once,5.39,3.15,3.22,4.2,,
one,6.13,3.79,4.32,4.46,,
onion,5.5,6.32,6.17,4.52,,2.86
only,6,2.18,2.55,3.3,,
onslaught,3.38,3.46,3.74,,5.84,6
opal,4.18,5.33,4.9,3.05,,
open,5.81,3.81,4.25,4.02,,
opening,5.42,4.55,4.62,,,3.36
opinion,5.5,2.85,3.59,,4.96,
opium,4.36,5.52,4.87,4.13,5.88,
opponent,4.95,4.4,4.08,4.32,,
opportunity,5.67,3.06,3.35,,4.08,4.75
opposition,4.83,3.16,3.59,,,5.5
optimism,5,2.4,4.18,,,5.42
optimistic,4.84,,3.78,,,
or,5.89,2.48,2.24,2.22,,
oral,5.03,,3.78,,,
orange,5.67,6.01,6.26,4.67,,2.03
orchestra,5.33,5.78,6.19,4.77,6.76,
orchid,4.56,5.99,5.97,3.75,,
order,5.7,3.44,3.52,3.97,,3.44
orderly,5.03,3.88,4.19,4.51,,
ordinary,5.84,,2.71,,,
organ,5.1,5.96,5.76,4.55,,3.56
origin,5.37,3.19,3.06,,5.32,4.92
original,5.25,,3.24,,,
originality,4.88,2.57,3.35,,,5
originate,5.07,2.85,3.11,4.23,,
originator,4.09,4.91,3.65,,4.48,
ornament,4.6,6.15,5.94,,,3.03
ornate,4.01,3.39,4.19,3.7,,
oscillation,3.3,3.33,4.4,,,6.67
osculation,1.38,4.1,3.18,,3.71,
ostentation,2.94,2.62,2.8,,,6.53
ostrich,3.58,,,,,
other,5.81,2.75,2.65,3.07,,
otter,3.91,6.31,5.72,,,3.83
ounce,5.65,5.02,4.57,4.59,,
our,6.02,2.45,3.15,3.58,,
out,6.08,2.49,3.3,4.3,,
outbreak,4.71,3.58,3.59,,,4.44
outcome,4.89,3.18,2.95,,4.24,
outfit,4.89,5.15,4.87,,,4.17
outgoing,5.24,,3.52,,,
outhouse,3.78,5.73,4.94,,,4.61
outlandish,3.07,,3.32,,,
outpost,3.68,4.62,3.78,,,4.81
output,4.87,,3.24,,,
outset,3.94,3.05,2.7,,,5.09
outside,6.07,,4.19,,,
outsider,4.68,4.68,5.18,,4.56,
outspoken,5.37,,3.54,,,
oven,5.77,5.93,5.99,4.07,8.08,2.36
over,5.89,2.87,3.27,4.23,,
overcoat,4.41,6.11,5.52,,,3.81
overlap,4.72,3.71,3.99,,,4.44
overproduction,3.48,2.97,3.16,,,5.92
overshoe,2.51,5.53,3.78,,,5.5
overtone,3.81,3,2.68,,,5.89
owl,4.77,6.14,5.95,3.97,,2.69
own,5.98,3.17,3.37,4.85,,
owner,5.64,4.68,4.25,4.59,5.71,
ownership,4.64,3.36,3.62,,5.2,
ox,3.64,6.33,5.48,,,3.29
oxide,3.97,4.62,3.37,3.64,,
oxygen,5.29,4.84,4.3,3.88,6.2,
oxymoron,1.64,,,,,
oyster,4.53,5.73,5.21,3.66,,
pacifism,3.75,2.79,3.83,4.11,3.8,
package,4.97,5.8,5.29,,,3.64
pact,3.61,3.72,3.64,,5.12,5.31
padlock,3.87,,5.23,,,
paean,1.33,2.81,2.61,1.78,,
page,6.03,5.71,5.55,3.8,,2.67
paid,5.77,3.86,4.29,4.87,,
pail,4.53,5.38,5.08,3.54,,
pain,5.69,4.26,5.02,5.57,,
paint,5.51,5.77,5.67,4.02,,
painter,5.75,5.68,5.65,,6.4,
painting,5.27,6.15,6.02,,,2.58
pair,5.44,3.77,4.8,5.1,,
palace,4.62,5.79,6.12,4.84,7.08,2.94
pale,4.99,3.85,5.32,4.23,,
palette,3.01,5.65,4.37,,,5.42
pall,2.74,3.62,2.71,2.31,,
palm,5.15,5.96,5.55,4.21,,3.33
pampas,2.52,5.7,4.1,,,5.97
pan,5.66,5.86,5.32,4.51,,
pancreas,3.96,5.73,4.53,,,6.56
pane,3.95,5.06,4.1,3.46,,
panic,5.46,3.24,5.01,4.94,6.72,
panoply,1.94,4.11,2.13,,,6.72
panorama,3.81,3.97,4.64,4,5.72,
panties,4.98,5.97,5.74,4.71,,
pants,5.75,6.19,6.3,5.1,,
paper,6.35,5.99,5.9,4.6,7.68,2.29
parade,5.26,5.23,5.78,4.63,,
paradise,4.14,3.26,5.16,,,4.56
paradox,3.94,2.57,3.34,3.15,,
paragraph,5.59,4.93,4.82,4.19,,
parallelism,2.75,2.6,3.24,,,6.47
parallelogram,3.87,,,,,
parcel,5.03,5.25,5.09,4.18,,
pardon,5.32,3.07,3.55,4.13,,3.42
pare,3.35,3.61,3.92,2.6,,
parish,4.34,4.34,4.83,4.11,,
park,5.71,5.79,5.73,5.08,,2.19
parliament,5.11,4.56,4.75,,,5.08
parry,2.09,3.11,3.28,2.13,,
part,5.79,3.39,3.4,3.37,,3.14
participant,4.3,4.39,3.7,,,5.75
particular,5.14,,2.74,,,
partner,5.55,5,5.13,,,3.44
party,6.19,4.96,5.96,,7.08,
pass,5.35,3.85,4.79,4.4,,
passage,5.25,5.58,5.25,,,3.56
passenger,5.43,5.62,5.29,,,3.78
passing,5.66,,3.68,,,
passion,5.02,3,4.67,4.87,5.68,
passionate,5.07,,4.95,,,
passive,5.05,,3.07,,,
passport,4.29,,5.46,,,
past,5.45,2.93,4.46,4.37,,
paste,5.04,5.59,5.29,4.27,,3.17
pastor,4.61,5.67,4.88,3.67,,
pasture,4.14,5.62,5.62,,,3.86
pat,4.92,4,3.86,3.95,,
patch,5.28,5.58,5.29,4.23,,
patent,4.26,4,3.75,,4.96,
path,5.31,5.04,5.37,4.47,,
pathetic,4.6,2.56,3.97,4.22,,
patience,5.33,2.66,3.63,4.29,,4.03
patient,5.38,4.87,5.26,,,3.66
patron,4.25,,3.76,,,
pattern,5.55,4.72,4.53,,,3.19
paul,4.86,5.24,4.4,3.57,,
pause,5.17,3.06,3.47,4.1,,4.14
pavis,1.04,2.83,1.94,1.39,,
pawn,4.77,4.8,4.79,3.76,,
pax,2.64,2.74,2.77,2.82,,
payment,5.27,4.32,4.72,,,4.39
pea,5.24,6.14,5.68,3.85,,
peace,5.71,3.09,4.46,5.03,,
peaceful,5.6,3.6,4.26,5.27,,
peacemaker,4.56,4.32,4.16,4.74,5.08,
peach,5.36,6.17,6.13,4.59,6.84,2.92
peal,4.51,4.02,4.33,3.81,,
pear,5.67,6.34,5.9,4.94,,
pearl,5.08,5.97,5.9,3.92,,
peasant,4.22,5.5,5.4,,,4.19
pebble,4.77,,5.46,,,
peck,4.71,4.32,4.94,,,3
pedal,5.12,6.02,5.56,4.11,,3.06
peddle,5.01,4.82,5.08,3.77,,
peek,4.69,4.11,4.46,3.62,,
peel,5.07,4.32,4.36,3.87,,
peep,4.18,3.88,4.37,,,2.89
peer,4.6,4.06,3.76,3.58,,
peg,4.62,5.37,5.38,3.38,,
pelt,3.71,5.26,5.17,3.46,6.76,4.39
pen,5.54,5.71,5.76,4.25,,
pencil,5.98,6.17,6.07,4.49,6.48,2.25
pendulum,4.07,5.83,6.05,,,4.22
penguin,3.6,,,,,
penicillin,4.94,5.9,5.01,4.55,,
penitent,2.64,,3.34,,,
penny,6.13,6.06,6.09,4.7,,1.86
peon,3.65,4.4,4.55,3.9,,
people,6.28,5.4,5.48,6.12,,2.81
pep,4.45,3.14,4.66,,6.04,
pepper,5.54,5.91,5.87,3.78,6.52,2.69
perception,5.58,2.87,3.55,,5.8,
perch,3.96,5.76,4.62,,,4.14
perdition,2.22,2.72,1.8,,,6.75
perfect,6.13,,4.04,,,
performance,5.3,4.09,4.53,,,4.57
performer,4.79,5.29,5.3,,6.48,
perhaps,5.9,,2.2,,,
period,5.73,3.58,4.29,,,4.58
periodical,4.77,5.38,4.92,,5.52,
perish,4.83,3.29,4.04,4.34,,
perjury,4.05,3.23,3.53,3.67,5.92,
permanent,5.26,3.36,3.9,4.47,,
permission,5.33,4.25,3.31,,4.68,
permit,5.16,3.99,3.88,4.35,,4.58
perpetrator,3.07,4.09,2.72,,,6.53
perry,3.26,3.5,3.56,2.48,,
perse,1.87,3.13,2.71,2.1,,
persecution,4.23,3,4.16,,,5.75
persistent,5.24,,3.44,,,
person,6.2,5.62,5.62,,5.68,
personal,5.59,3.11,4.08,4.53,,
personality,5.75,3.11,4.05,,,5.08
personnel,4.82,4.29,3.75,,,5.75
persuasive,4.75,,3.66,,,
perturbation,2.55,2.22,2.32,,,6.58
peso,3.18,5.2,4.63,3.42,,
pessimistic,5.17,,4,,,
pest,4.82,4.79,4.45,,,3.06
pestle,2.09,4.65,3.41,2.41,,
pet,5.41,5.57,5.89,5.82,,2.19
petal,4.66,5.86,5.08,3.97,,
pew,3.94,5.54,5.31,3.59,,4.31
pewit,0.96,2.94,2.29,1.34,,
phaeton,1.32,3.83,2.21,,,6.89
phantom,3.87,3.64,4.99,4.23,5,
phase,5.16,3.6,3.19,3.73,,
phial,2.73,5.45,3.94,,,6.53
philology,1.83,2.72,1.62,,,6.92
philosophy,4.91,2.57,3.48,4.38,,6.22
phone,5.5,6.24,5.87,4.6,,
photograph,5.51,5.9,6.18,5.2,6.72,3.17
phrase,5.21,3.21,3.42,3.77,,
physician,4.72,5.73,5.72,,5.92,5.61
physics,4.83,4.06,4.25,3.8,,
pianist,4.73,5.65,6.08,,5.96,
piano,5.45,6.15,6.3,4.87,6.4,2.53
pick,5.24,5.02,5.13,4.3,,
pickle,5.62,6.06,6.41,4.16,,
picture,5.97,5.79,5.81,,7.16,2.19
picul,0.64,3.08,1.74,1.61,,
pidgin,2.74,3.72,3.9,2.34,,
pie,5.76,6.13,6.04,4.82,,
piece,5.11,3.84,3.95,3.87,,
pier,4.36,5.88,5.45,3.8,,
pierced,4.69,,4.75,,,
pig,5.09,6.14,6.35,,,2.33
pigeon,4.99,6.09,6.1,4.11,,3.25
pile,5.21,5.04,5.13,4.21,,
pill,5.56,6.1,5.8,4.97,,
pillow,6.02,6.13,6.24,4.71,,2.17
pimple,5.57,5.79,6.17,4.39,,
pin,5.24,6,5.76,4.25,,2.61
pine,5.57,5.92,6.17,4.87,,
pineapple,4.89,6.53,5.69,4.35,,
pint,5.36,4.83,4.87,4.18,,
pioneer,3.46,4.67,4.16,,,4.97
pious,4.11,2.88,3.78,4.03,,
pipe,5.35,6.02,5.98,4.65,6.2,
piping,4.51,5.38,4.91,,,4.36
pique,2,3.29,2.93,1.98,,
piston,4.09,5.86,5.26,,7.4,
pit,4.93,5.93,5.89,,,3.14
pity,5.16,3.03,3.91,4.2,,3.53
placard,3,4.48,3.82,2.65,,
place,6.12,4.27,3.77,4.56,,2.69
plaice,1.49,3.14,2.26,1.65,,
plain,5.51,4.26,4.63,4.77,5.2,3.61
plait,2.16,3.53,3.19,2.23,,
plan,5.71,3.57,3.79,4.31,,
plane,5.58,5.35,5.56,4.72,,
planet,4.57,5.23,5.78,,,4.14
plank,4.83,5.92,5.98,,6.2,
plant,5.92,5.94,6.05,5.21,8.32,
plate,5.56,5.95,5.27,4.6,,
platform,4.98,5.47,5.29,,,3.86
platter,4.78,5.93,5.76,3.9,,
plausible,4.35,,2.78,,,
play,5.86,4.68,4.98,4.97,,1.92
playful,5.72,,4.63,,,
playing,5.82,3.79,4.64,5.26,,
plaza,2.28,4.79,3.51,,,6.42
plea,4.78,3.08,3.47,4.16,,
plead,4.38,,3.93,,,
pleasant,5.47,,3.9,,,
pleasing,5.51,,3.68,,,
pleasure,5.83,3.02,5.11,,5.54,3.94
pledge,4.42,3.6,4.08,3.75,5.92,
plenipotentiary,1.28,3.51,1.29,,,6.97
plentiful,5.18,3.17,4.08,4.57,,
pliable,4.11,3.77,3.64,3.35,,
